ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Children,Total_Purchases,Total_Campaigns_Accepted,Cluster_KMeans,Cluster_Hierarchical,Cluster_DBSCAN
8789,35,59060.0,2n Cycle,Married,274,1,11,0,0,1,0
6197,62,27238.0,PhD,Single,57,2,6,0,0,1,0
4554,59,47009.0,Graduation,Together,448,1,13,0,0,1,0
4937,51,46094.0,2n Cycle,Married,44,2,4,0,0,1,0
1920,52,40321.0,Graduation,Married,102,2,6,0,0,1,0
8749,40,37235.0,Graduation,Together,61,1,4,0,0,1,0
1650,64,81843.0,Master,Married,1643,0,26,0,1,0,0
10377,66,46692.0,Master,Together,397,1,12,0,0,0,0
9206,56,77382.0,Graduation,Together,1121,1,24,1,1,0,0
10971,47,37774.0,Graduation,Single,473,2,12,2,0,1,0
6398,50,18393.0,Basic,Married,50,1,6,0,0,1,0
9212,62,72828.0,Master,Married,1678,1,22,0,1,0,0
7937,42,24711.0,Graduation,Married,58,0,6,0,0,1,0
839,49,45503.0,PhD,Married,170,1,8,0,0,1,0
4246,42,6560.0,Master,Single,373,0,2,0,0,1,-1
158,79,71604.0,PhD,Together,1196,0,16,2,1,0,0
4832,45,27244.0,Graduation,Married,101,1,6,0,0,1,0
5621,55,48752.0,Graduation,Married,316,2,12,1,0,1,0
1945,62,71434.0,Graduation,Married,1400,1,18,2,1,0,0
5147,76,90842.0,Graduation,Single,1424,0,26,0,1,0,0
2535,46,88097.0,Master,Married,844,1,19,4,1,0,0
11039,49,51948.0,Graduation,Married,311,1,11,0,0,0,0
9495,42,71853.0,Graduation,Together,1149,0,16,0,1,0,0
9635,41,35876.0,Master,Married,129,0,7,0,0,1,0
2173,72,40049.0,Graduation,Widow,32,1,4,0,0,0,0
942,42,39660.0,Graduation,Single,299,1,11,1,0,1,0
9386,62,50127.0,Graduation,Together,320,1,12,1,0,1,0
5510,47,43263.0,Master,Married,441,1,13,0,0,1,0
873,75,62845.0,Master,Married,1178,2,17,2,1,0,0
2253,34,18929.0,Graduation,Married,85,0,5,0,0,1,0
5181,42,24367.0,Basic,Single,24,1,3,0,0,1,0
979,49,33249.0,Graduation,Single,112,1,6,0,0,1,0
10390,65,26887.0,2n Cycle,Married,30,1,4,0,0,1,0
4698,41,50150.0,PhD,Married,410,0,14,0,0,1,0
7793,48,62061.0,Graduation,Together,800,1,21,1,1,0,0
1745,62,85696.0,PhD,Divorced,1313,0,19,1,1,0,0
10590,68,76542.0,PhD,Together,1483,0,22,0,1,0,0
5080,31,70515.0,Graduation,Single,1258,0,16,1,1,0,0
8369,37,18227.0,Graduation,Together,28,1,3,0,0,1,0
5232,59,69139.0,Graduation,Married,227,1,10,0,0,0,0
2407,42,69109.0,Graduation,Married,1555,0,19,2,1,0,0
3834,62,69627.0,Graduation,Single,861,1,21,0,1,0,0
7912,46,38136.0,Graduation,Married,103,1,6,1,0,1,0
7712,78,62159.0,PhD,Single,634,0,18,0,1,0,0
1065,61,80695.0,Graduation,Single,1918,0,18,0,1,0,0
7275,53,33316.0,Master,Single,131,2,7,0,0,1,0
1343,56,58554.0,Graduation,Together,586,2,16,0,0,1,0
1384,32,17256.0,Basic,Married,62,1,5,1,0,1,0
9967,50,53034.0,Graduation,Divorced,447,2,14,0,0,1,0
6181,74,52203.0,2n Cycle,Together,939,0,26,0,1,1,0
10507,47,59601.0,2n Cycle,Divorced,797,1,11,1,0,0,0
2674,66,75154.0,Master,Single,1143,1,15,1,1,0,0
2698,48,47025.0,Graduation,Single,415,1,14,0,0,1,0
3231,51,37971.0,Graduation,Married,30,1,4,0,0,1,0
4096,56,41335.0,Master,Divorced,187,1,9,0,0,1,0
10476,66,67267.0,Graduation,Married,251,1,10,0,0,0,0
5948,49,57338.0,Graduation,Single,237,1,10,0,0,1,0
9140,64,50523.0,2n Cycle,Together,91,2,6,0,0,1,0
10258,59,35791.0,Master,Single,35,3,4,0,0,1,0
5675,64,50611.0,PhD,Divorced,493,1,16,1,1,0,0
4743,55,56242.0,PhD,Married,971,1,23,0,1,0,0
8805,64,48904.0,Graduation,Single,371,1,13,0,0,0,0
1542,49,56243.0,Graduation,Single,396,3,14,0,0,1,0
6770,39,21355.0,Graduation,Married,68,1,5,2,0,1,0
8773,53,57420.0,Master,Together,322,1,12,1,0,1,0
10475,54,51381.5,Master,Together,317,1,12,0,0,1,0
10420,69,46390.0,Master,Divorced,222,1,9,0,0,0,0
7514,68,54342.0,2n Cycle,Together,177,2,8,0,0,1,0
2902,66,51381.5,Graduation,Together,45,2,4,0,0,1,0
4345,60,51381.5,2n Cycle,Single,21,2,3,0,0,1,0
793,51,20895.0,Graduation,Married,45,1,5,0,0,1,0
10909,76,92344.0,Graduation,Married,1899,0,20,2,1,0,0
3769,52,51381.5,PhD,Together,42,1,4,0,0,1,0
8702,48,26907.0,2n Cycle,Together,22,2,4,0,0,1,0
4791,44,44964.0,Graduation,Together,41,2,4,0,0,1,0
2963,45,75507.0,Graduation,Together,1440,0,20,0,1,0,0
8216,52,53761.0,Master,Married,325,2,11,0,0,1,0
8140,51,22682.0,Graduation,Together,95,1,7,0,0,1,0
10146,52,38887.0,PhD,Together,42,1,4,0,0,1,0
5289,49,41658.0,2n Cycle,Single,72,2,4,0,0,1,0
2587,52,29791.0,PhD,Married,20,1,5,0,0,1,0
4405,68,63915.0,Master,Married,789,2,21,0,1,0,0
8663,50,39996.0,Graduation,Divorced,15,2,3,0,0,1,0
2589,52,26759.0,Graduation,Divorced,59,1,6,0,0,1,0
3421,56,63841.0,Master,Divorced,908,1,21,0,1,0,0
10490,55,51039.0,PhD,Married,417,2,12,0,0,1,0
4094,63,60544.0,Graduation,Married,289,2,11,0,0,1,0
9958,52,65685.0,Graduation,Married,769,1,20,0,1,0,0
2534,71,37716.0,Graduation,Married,188,1,8,0,0,0,0
4188,67,36864.0,Graduation,Single,354,1,11,1,0,0,0
6613,54,44511.0,Master,Married,727,1,20,0,0,1,0
10827,57,36947.0,PhD,Married,146,2,7,0,0,1,0
5491,73,47352.0,Master,Together,319,1,12,0,0,0,0
8402,71,67087.0,Master,Married,794,1,20,0,1,0,0
8783,74,57045.0,Graduation,Married,454,1,15,0,1,0,0
10010,71,36957.0,PhD,Divorced,152,2,7,1,0,1,0
618,47,69389.0,PhD,Married,797,1,21,0,1,0,0
9121,52,80134.0,Graduation,Married,1690,1,14,4,1,0,0
361,55,43142.0,Master,Married,20,2,3,0,0,1,0
4310,80,80589.0,Graduation,Married,1428,0,20,2,1,0,0
2678,34,34412.0,Graduation,Single,209,1,8,0,0,1,0
6376,45,57537.0,Graduation,Single,545,1,15,0,0,1,0
524,58,22634.0,Basic,Together,96,0,5,0,0,1,0
10341,76,51315.0,Graduation,Together,222,0,9,0,0,0,0
5654,52,36026.0,Graduation,Married,61,3,5,0,0,1,0
4098,51,24639.0,Graduation,Married,44,2,6,0,0,1,0
5824,52,34578.0,PhD,Together,8,3,3,0,0,1,0
7000,52,65704.0,2n Cycle,Single,817,0,22,0,1,0,0
2561,58,63810.0,Graduation,Single,1371,1,19,1,1,0,0
5229,55,54132.0,PhD,Together,42,1,4,0,0,1,0
4086,65,18690.0,Graduation,Married,60,0,4,0,0,1,0
2428,54,28164.0,Graduation,Married,78,1,6,0,0,1,0
8254,50,34596.0,PhD,Married,23,1,3,0,0,1,0
2836,52,43269.0,PhD,Married,19,1,3,0,0,1,0
8418,66,38741.0,2n Cycle,Single,61,2,5,0,0,1,0
1362,52,31907.0,Graduation,Single,449,0,13,0,0,1,0
7152,41,27100.0,Master,Married,37,1,4,0,0,1,0
10033,51,31163.0,2n Cycle,Divorced,38,1,4,0,0,1,0
9349,39,92533.0,Graduation,Married,1131,0,22,2,1,0,0
274,51,34853.0,Graduation,Single,34,2,5,0,0,1,0
3388,57,70844.0,Graduation,Divorced,294,2,12,0,0,1,0
922,45,31086.0,2n Cycle,Married,48,2,4,1,0,1,0
8588,63,60544.0,Graduation,Married,289,2,11,0,0,1,0
2518,38,20491.0,2n Cycle,Together,30,0,3,0,0,1,0
574,60,42523.0,Graduation,Married,125,0,6,0,0,0,0
3220,41,39922.0,Graduation,Married,156,1,7,0,0,1,0
5967,72,33402.0,Graduation,Together,70,2,6,0,0,1,0
1183,75,36408.0,Master,Married,22,2,3,0,0,1,0
6856,45,21645.0,Graduation,Together,65,1,6,1,0,1,0
4530,76,78427.0,Master,Widow,1930,0,20,2,1,0,0
1553,78,82657.0,Graduation,Together,2283,0,22,2,1,0,0
4682,66,51876.0,Graduation,Married,310,0,12,0,1,0,0
8204,53,78041.0,2n Cycle,Married,1319,0,17,0,1,0,0
5221,67,52852.0,Graduation,Married,879,1,22,1,1,0,0
1232,42,70038.0,PhD,Together,1244,0,16,0,1,0,0
1927,51,69401.0,2n Cycle,Together,690,1,13,0,1,0,0
5788,52,46053.0,Graduation,Together,209,1,9,0,0,1,0
6652,59,77343.0,Graduation,Married,1134,0,16,0,1,0,0
6246,71,73892.0,Graduation,Single,1507,0,22,1,1,0,0
5975,57,40304.0,PhD,Single,57,1,5,0,0,1,0
6875,59,32727.0,PhD,Together,529,0,15,0,0,1,0
4399,55,68695.0,Graduation,Together,1091,0,15,0,1,0,0
4042,53,43300.0,Graduation,Divorced,180,1,8,1,0,1,0
2157,52,26290.0,Graduation,Together,77,2,6,0,0,1,0
10133,54,93790.0,Graduation,Single,2349,0,25,4,1,0,0
2525,50,38410.0,PhD,Married,534,0,16,1,1,1,0
8233,74,64866.0,Master,Widow,556,1,17,1,1,0,0
9483,65,57957.0,Graduation,Together,637,1,18,0,1,0,0
2945,69,46015.0,PhD,Together,46,2,4,2,0,1,0
10403,46,16531.0,Graduation,Together,44,1,6,0,0,1,0
5074,38,28072.0,Master,Married,47,1,4,0,0,1,0
10524,61,49476.0,Master,Divorced,795,1,18,0,1,0,0
4690,71,50725.0,Graduation,Married,586,1,17,0,0,1,0
7521,72,83844.0,Graduation,Together,1574,0,19,1,1,0,0
7196,74,41145.0,PhD,Married,13,2,3,0,0,1,0
4406,54,67419.0,Graduation,Together,1471,1,21,0,1,0,0
9672,54,23162.0,2n Cycle,Married,65,2,5,0,0,1,0
4864,47,34380.0,Graduation,Married,175,1,8,0,0,1,0
4706,58,34704.0,Graduation,Single,40,1,4,0,0,1,0
25,66,65148.0,Graduation,Married,1115,1,19,0,1,0,0
3697,70,39898.0,Graduation,Together,134,1,7,0,0,1,0
217,68,64857.0,Master,Single,1540,0,22,0,1,0,0
4220,54,59892.0,PhD,Married,87,1,6,0,0,1,0
5286,37,41020.0,Master,Single,217,0,9,0,0,1,0
9559,63,57072.0,PhD,Married,1034,1,25,1,1,0,0
2849,45,60474.0,Graduation,Single,1180,1,24,0,1,0,0
7787,64,62807.0,Graduation,Together,819,1,20,0,1,0,0
3102,43,19414.0,2n Cycle,Together,32,1,4,0,0,1,0
5868,44,19107.0,Graduation,Married,46,1,4,0,0,1,0
8370,48,75484.0,2n Cycle,Together,1159,1,16,0,1,0,0
9988,48,70379.0,Master,Single,860,1,22,0,1,0,0
2939,54,79419.0,Master,Together,1631,0,14,0,1,0,0
5529,78,64014.0,PhD,Together,444,3,15,1,0,1,0
9743,69,76998.0,Graduation,Married,1910,1,27,1,1,0,0
5763,52,49854.0,Master,Together,380,1,13,0,0,1,0
3478,53,60585.0,PhD,Married,736,2,20,1,1,1,0
7494,74,42873.0,PhD,Divorced,269,2,11,0,0,1,0
1763,36,87679.0,Graduation,Together,2524,0,28,4,1,0,0
7250,46,57867.0,Graduation,Together,612,1,18,0,0,0,0
2005,34,35765.0,Graduation,Married,75,1,6,0,0,1,0
10770,65,65492.0,Graduation,Married,1045,0,24,0,1,0,0
6885,47,32952.0,Graduation,Divorced,55,1,5,0,0,1,0
2072,55,53374.0,PhD,Together,1064,1,15,2,1,0,0
9463,65,71706.0,Graduation,Together,1443,1,21,0,1,0,0
6318,36,68487.0,Graduation,Married,1366,0,29,0,1,0,0
4093,49,53253.0,Master,Together,436,2,12,0,0,1,0
5751,51,31163.0,2n Cycle,Divorced,38,1,4,0,0,1,0
3340,47,42014.0,Graduation,Married,436,1,14,1,0,1,0
3594,51,54108.0,Master,Married,747,2,19,0,0,1,0
3584,69,49667.0,PhD,Single,1396,0,20,2,1,0,0
3643,50,63206.0,Master,Married,928,0,13,1,1,0,0
851,52,57136.0,Master,Married,642,2,17,0,0,1,0
7706,49,46772.0,2n Cycle,Together,1048,1,24,1,1,0,0
3967,53,78931.0,PhD,Married,943,0,23,0,1,0,0
10128,66,53977.0,Graduation,Together,907,1,22,0,1,0,0
486,36,84219.0,Graduation,Married,1198,0,17,0,1,0,0
9,49,46098.0,Master,Single,120,2,7,0,0,1,0
9451,59,73538.0,Graduation,Married,1658,1,23,0,1,0,0
9264,38,79529.0,Graduation,Married,1638,0,21,0,1,0,0
3865,47,20981.0,2n Cycle,Together,73,0,6,1,0,1,0
2853,44,51766.0,Graduation,Single,275,1,10,0,0,1,0
1490,62,55759.0,Graduation,Married,854,1,21,0,1,0,0
6310,46,33039.0,Graduation,Married,78,1,6,0,0,1,0
10380,52,37787.0,Master,Married,106,1,6,0,0,1,0
3887,54,27242.0,Graduation,Single,106,1,5,1,0,1,0
4278,41,87188.0,PhD,Single,1923,0,18,1,1,0,0
8643,53,69930.0,Graduation,Together,1662,0,21,0,1,0,0
1998,48,37697.0,Graduation,Single,84,1,6,0,0,1,0
10795,51,37401.0,PhD,Married,48,1,5,0,0,1,0
11110,51,3502.0,Graduation,Single,5,1,0,0,0,1,0
2408,48,58597.0,Graduation,Married,733,2,20,0,0,1,0
202,76,82032.0,PhD,Widow,1234,0,17,0,1,0,0
7998,66,28087.0,Graduation,Together,112,2,6,0,0,1,0
830,37,74004.0,PhD,Single,1658,0,14,3,1,0,0
3536,64,19740.0,Graduation,Together,55,1,5,0,0,1,0
6050,49,57036.0,2n Cycle,Married,1513,1,22,1,1,0,0
125,66,53083.0,2n Cycle,Together,271,2,11,1,0,1,0
3463,49,69283.0,PhD,Married,904,1,23,0,1,0,0
2804,49,46098.0,Master,Single,120,2,7,1,0,1,0
3745,36,23331.0,2n Cycle,Married,103,1,6,0,0,1,0
9771,36,23331.0,2n Cycle,Single,269,1,11,0,0,1,0
451,35,9255.0,Graduation,Single,22,1,4,0,0,1,0
10530,65,67786.0,PhD,Widow,1156,0,15,1,1,0,0
1079,53,71969.0,PhD,Married,1086,1,16,1,1,0,0
8920,57,59235.0,Master,Single,1128,1,25,0,1,0,0
6678,35,31928.0,Graduation,Together,72,1,7,0,0,1,0
3852,63,74881.0,Master,Together,964,2,23,0,1,0,0
528,46,65819.0,Graduation,Married,1383,0,19,0,1,0,0
73,71,51411.0,PhD,Single,18,3,3,0,0,1,0
5589,60,51983.0,Graduation,Divorced,793,1,21,0,1,0,0
10212,38,42386.0,Master,Together,100,1,6,0,0,1,0
6365,37,30390.0,2n Cycle,Married,80,0,5,0,0,1,0
5636,61,30983.0,Graduation,Single,167,0,7,1,0,1,0
591,67,66033.0,Graduation,Widow,677,1,18,0,1,0,0
2217,49,37284.0,2n Cycle,Married,23,2,3,0,0,1,0
2544,73,57530.0,Master,Divorced,92,1,6,0,0,1,0
7725,59,76800.0,2n Cycle,Married,641,0,15,0,1,0,0
8091,68,63943.0,Graduation,Married,1106,1,16,0,1,0,0
7321,62,76081.0,Graduation,Together,1033,0,13,1,1,0,0
5462,50,67445.0,Graduation,Married,1174,1,27,0,1,0,0
7791,57,37054.0,Master,Married,25,2,4,0,0,1,0
955,62,47175.0,Master,Together,240,2,10,2,0,1,0
4037,48,31859.0,Graduation,Divorced,20,1,3,0,0,1,0
6642,63,27215.0,Graduation,Divorced,102,3,7,0,0,1,0
2793,48,70179.0,PhD,Divorced,1034,1,23,0,1,0,0
5424,41,39922.0,Graduation,Married,156,1,7,0,0,1,0
879,48,49681.0,Master,Married,458,2,15,0,0,1,0
9530,36,24645.0,Graduation,Married,17,1,3,0,0,1,0
4828,70,79865.0,Graduation,Divorced,792,1,20,0,1,0,0
10699,39,44322.0,Graduation,Married,92,1,6,0,0,1,0
1497,72,47958.0,Graduation,Single,407,1,14,0,0,0,0
7476,60,63972.0,Master,Single,1269,1,19,1,1,0,0
4390,70,75315.0,Graduation,Together,841,1,21,0,1,0,0
10478,74,55517.0,PhD,Married,633,2,18,1,0,1,0
1081,67,75283.0,PhD,Married,1019,3,14,0,1,1,0
4261,78,82800.0,PhD,Single,1315,0,25,3,1,0,0
9916,70,38998.0,Graduation,Married,54,2,5,0,0,1,0
5350,33,90638.0,Master,Single,2525,0,17,2,1,0,0
8135,38,27161.0,Master,Married,52,1,4,0,0,1,0
8685,47,42014.0,Graduation,Married,436,1,14,1,0,1,0
4967,64,38201.0,PhD,Together,268,1,11,0,0,1,0
2130,42,45203.0,Graduation,Together,147,2,7,1,0,1,0
9298,77,81574.0,PhD,Together,1798,0,17,2,1,0,0
8175,32,34935.0,Graduation,Married,137,0,7,0,0,1,0
6257,48,60482.0,Master,Single,507,1,16,0,0,1,0
3790,68,34633.0,Graduation,Together,15,3,3,0,0,1,0
9952,77,78093.0,Master,Together,1105,0,16,0,1,0,0
3503,74,82460.0,Graduation,Divorced,974,0,14,0,1,0,0
5223,58,45903.0,Master,Together,66,1,6,0,0,1,0
4608,37,81361.0,Graduation,Divorced,778,0,26,1,1,0,0
1626,51,35860.0,PhD,Divorced,49,2,4,2,0,1,0
4764,72,40442.0,Master,Together,169,2,8,1,0,1,0
2471,59,61482.0,Graduation,Married,299,0,11,0,1,0,0
5892,44,34968.0,Graduation,Married,221,1,10,0,0,1,0
2612,37,75794.0,Graduation,Married,1682,0,24,1,1,0,0
4971,62,31497.0,PhD,Together,155,1,8,0,0,1,0
5185,69,74268.0,Graduation,Married,892,0,12,0,1,0,0
10069,36,13724.0,Basic,Together,58,1,4,1,0,1,0
2262,59,45143.0,Master,Together,311,1,12,0,0,0,0
1131,57,52569.0,PhD,Single,95,1,6,0,0,0,0
1041,51,48432.0,PhD,Single,424,1,14,1,0,1,0
24,64,17144.0,Master,Together,47,2,7,0,0,1,0
3409,40,36108.0,Graduation,Single,339,1,12,1,0,1,0
7022,53,76445.0,Graduation,Married,1410,1,20,0,1,0,0
7943,49,36663.0,PhD,Married,35,1,5,0,0,1,0
5272,59,53843.0,Master,Married,562,1,16,0,0,0,0
5453,68,90226.0,Master,Married,2352,0,23,1,1,0,0
2565,69,70638.0,Master,Divorced,1334,0,19,1,1,0,0
800,64,44512.0,Graduation,Together,32,2,4,0,0,1,0
11092,63,27116.0,Graduation,Married,41,2,5,0,0,1,0
5062,61,54072.0,PhD,Married,39,2,4,0,0,1,0
8969,47,71855.0,Graduation,Married,1141,1,21,0,1,0,0
4656,34,51250.0,2n Cycle,Single,710,1,19,1,0,0,0
4480,51,60432.0,Master,Married,401,1,14,0,0,1,0
9971,60,65526.0,PhD,Married,506,1,16,0,1,0,0
6729,36,68655.0,Graduation,Single,1538,0,20,0,1,0,0
1773,46,12393.0,2n Cycle,Married,57,0,5,0,0,1,0
9242,34,64509.0,Graduation,Single,1722,0,18,2,1,0,0
1764,49,33955.0,Graduation,Single,270,1,11,0,0,1,0
6215,47,31353.0,Graduation,Married,31,2,4,1,0,1,0
10099,40,55434.0,Graduation,Married,882,1,21,0,1,0,0
5423,41,28359.0,Graduation,Together,16,1,3,0,0,1,0
940,37,57100.0,Graduation,Single,311,1,12,0,0,1,0
3011,59,69139.0,Graduation,Married,227,1,10,0,0,0,0
3298,68,52973.0,Master,Married,1152,1,24,0,1,0,0
8286,59,51717.0,PhD,Together,122,1,7,1,0,1,0
9668,53,18793.0,Graduation,Married,77,1,6,0,0,1,0
5120,42,66664.0,2n Cycle,Together,1289,0,18,0,1,0,0
6097,65,50664.0,Graduation,Single,561,2,15,0,0,1,0
7019,61,54414.0,Graduation,Together,211,2,9,0,0,1,0
7408,72,54549.0,PhD,Married,233,1,10,0,0,1,0
8041,53,47111.0,PhD,Widow,1092,1,15,0,1,0,0
252,61,41003.0,PhD,Divorced,601,0,16,0,1,0,0
9986,42,19444.0,Graduation,Together,54,1,7,1,0,1,0
3276,48,36301.0,2n Cycle,Together,78,1,6,0,0,1,0
3859,77,73059.0,PhD,Together,1095,1,25,0,1,0,0
3570,55,42731.0,PhD,Together,244,1,10,0,0,1,0
3783,65,52854.0,PhD,Married,116,2,7,0,0,1,0
10207,46,22775.0,Graduation,Together,15,1,3,0,0,1,0
10906,76,46681.0,PhD,Together,425,2,14,0,0,1,0
3427,69,59821.0,PhD,Married,734,1,20,0,1,1,0
5209,70,50002.0,Graduation,Divorced,638,1,17,0,0,0,0
10711,79,69755.0,Graduation,Married,894,0,21,0,1,0,0
10785,55,44078.0,Graduation,Married,41,2,5,0,0,1,0
2814,48,30560.0,Master,Together,31,1,4,0,0,1,0
6866,55,35924.0,Master,Together,34,2,4,0,0,1,0
1665,60,64140.0,PhD,Divorced,1750,2,13,4,1,0,0
6575,43,56386.0,Graduation,Together,612,2,17,0,0,1,0
3829,45,24594.0,Basic,Together,29,1,4,0,0,1,0
3091,43,75774.0,2n Cycle,Together,823,1,20,0,1,0,0
10141,64,39228.0,Master,Divorced,20,0,3,0,0,0,0
5177,50,58494.0,Master,Married,396,1,14,0,0,1,0
7005,43,58684.0,Graduation,Single,813,0,20,1,1,0,0
6409,57,57136.0,Graduation,Divorced,1179,0,19,1,1,0,0
7485,74,56551.0,PhD,Widow,138,2,7,0,0,1,0
8079,42,22448.0,Graduation,Married,55,1,6,0,0,1,0
8395,63,82014.0,Graduation,Single,1511,0,21,1,1,0,0
10352,61,34213.0,Graduation,Widow,117,2,6,1,0,1,0
13,77,25358.0,PhD,Widow,32,1,4,0,0,1,0
1834,46,35544.0,Master,Single,67,1,5,0,0,1,0
2285,70,36634.0,Master,Together,335,1,12,0,0,1,0
2295,70,62670.0,PhD,Married,825,1,21,0,1,0,0
1378,52,50334.0,2n Cycle,Together,694,1,17,0,0,0,0
2781,43,72066.0,Graduation,Single,1792,0,16,3,1,0,0
1165,66,50729.0,PhD,Single,496,2,15,0,0,1,0
1404,56,34916.0,Graduation,Together,231,2,9,0,0,1,0
6457,48,64892.0,Graduation,Divorced,902,1,22,0,1,0,0
2639,58,43602.0,Graduation,Single,68,2,6,0,0,1,0
8299,35,33996.0,PhD,Single,71,0,5,0,0,1,0
6437,39,41473.0,2n Cycle,Single,76,1,5,0,0,1,0
6912,57,63246.0,PhD,Married,772,2,21,0,1,1,0
7327,65,36732.0,PhD,Married,47,2,6,0,0,1,0
5299,54,69084.0,PhD,Married,1586,1,23,0,1,0,0
4127,57,77766.0,PhD,Married,1529,1,32,2,1,0,0
8143,39,37929.0,PhD,Single,265,0,11,3,0,1,0
1964,73,86610.0,Graduation,Together,1603,0,17,0,1,0,0
3690,38,80141.0,Master,Married,2091,0,21,2,1,0,0
3433,69,72635.0,2n Cycle,Married,981,0,20,1,1,0,0
3389,54,69016.0,Graduation,Married,1533,1,30,0,1,0,0
4712,33,20193.0,2n Cycle,Together,82,0,6,0,0,1,0
1170,49,27573.0,Graduation,Married,244,1,10,0,0,1,0
6347,45,15862.0,Basic,Single,36,1,4,0,0,1,0
4065,48,49544.0,PhD,Married,404,1,14,0,0,1,0
8230,44,33228.0,Graduation,Married,71,1,5,0,0,1,0
1215,46,70440.0,Graduation,Together,1572,0,22,1,1,0,0
5939,53,38232.0,Graduation,Together,122,2,7,0,0,1,0
2156,69,22554.0,PhD,Married,41,2,6,0,0,1,0
7788,41,23536.0,PhD,Married,10,1,3,0,0,1,0
10323,72,49413.0,Graduation,Married,304,1,11,0,0,1,0
7947,55,42231.0,Graduation,Married,37,2,4,0,0,1,0
1891,44,78789.0,Master,Divorced,1754,0,15,1,1,0,0
2570,56,56534.0,Graduation,Together,815,1,21,3,1,0,0
9256,53,58350.0,Graduation,Single,1001,1,23,0,1,0,0
295,35,81217.0,Graduation,Single,1157,0,21,0,1,0,0
7397,73,49090.0,Graduation,Single,688,1,18,0,0,0,0
6349,37,61787.0,Master,Divorced,1319,0,18,0,1,0,0
10790,39,18169.0,PhD,Married,21,1,3,0,0,1,0
10398,43,24336.0,2n Cycle,Single,31,1,3,0,0,1,0
2431,34,18222.0,Graduation,Married,67,0,5,0,0,1,0
550,72,62335.0,Graduation,Divorced,708,1,19,0,1,0,0
1890,53,42033.0,2n Cycle,Together,25,2,3,0,0,1,0
10742,41,86580.0,PhD,Married,746,0,11,1,1,0,0
10356,67,41437.0,PhD,Divorced,32,2,4,0,0,1,0
4676,73,73705.0,Master,Widow,1695,2,23,0,1,0,0
8852,48,61064.0,Graduation,Married,1080,1,23,0,1,0,0
3565,69,38452.0,Master,Married,72,2,6,0,0,1,0
5294,35,18358.0,Graduation,Single,57,1,7,0,0,1,0
1958,51,55012.0,PhD,Together,660,1,19,0,1,0,0
7349,51,9722.0,Basic,Together,103,1,7,1,0,1,0
8799,40,38175.0,PhD,Married,153,1,8,0,0,1,0
1351,68,58656.0,Master,Together,1220,1,28,1,1,0,0
1045,59,52117.0,Graduation,Together,279,1,11,0,0,1,0
7732,46,64813.0,Graduation,Married,745,1,19,0,1,0,0
8070,51,54222.0,PhD,Married,264,1,11,0,0,1,0
477,38,83512.0,Graduation,Married,2157,0,21,5,1,0,0
7832,65,77520.0,Master,Married,1526,1,22,4,1,0,0
2202,46,41154.0,Graduation,Together,69,1,5,0,0,1,0
7396,58,80398.0,Graduation,Married,1597,0,25,1,1,0,0
4055,32,18746.0,Basic,Single,64,1,6,0,0,1,0
10340,40,35196.0,Graduation,Together,497,1,12,0,0,1,0
10091,68,60230.0,Graduation,Single,1067,1,15,0,1,0,0
7629,47,22108.0,Graduation,Married,31,2,5,0,0,1,0
10640,50,44392.0,Graduation,Together,211,2,9,0,0,1,0
3498,48,55424.0,PhD,Married,877,1,21,2,1,0,0
6742,45,17688.0,Graduation,Married,11,1,3,0,0,1,0
1172,41,92491.0,PhD,Married,2034,0,24,4,1,0,0
569,33,90273.0,Graduation,Single,1991,0,18,4,1,0,0
4686,62,82571.0,PhD,Widow,1686,0,24,1,1,0,0
1381,42,38513.0,PhD,Single,324,1,12,1,0,1,0
2634,45,16653.0,Master,Single,69,1,6,1,0,1,0
10905,69,42586.0,Graduation,Together,252,2,11,1,0,1,0
1744,59,23529.0,Basic,Single,54,1,4,0,0,1,0
1000,63,74881.0,Master,Together,964,2,23,0,1,0,0
3828,73,71107.0,Graduation,Married,1327,1,26,0,1,0,0
8605,60,46910.0,PhD,Together,68,2,5,0,0,1,0
10304,65,18690.0,Graduation,Married,60,0,4,0,0,1,0
4351,69,37244.0,Graduation,Divorced,55,2,4,1,0,1,0
10129,58,82427.0,Graduation,Together,1456,0,20,1,1,0,0
2499,66,75342.0,2n Cycle,Single,563,1,17,0,1,0,0
10092,70,70044.0,Graduation,Divorced,1504,1,22,0,1,0,0
7500,57,79146.0,Graduation,Single,564,2,17,0,0,1,0
5796,61,77437.0,Graduation,Married,1125,0,22,1,1,0,0
10556,65,54984.0,Graduation,Married,358,1,13,1,0,0,0
1064,53,42403.0,PhD,Married,42,1,4,0,0,1,0
48,60,55761.0,Graduation,Together,184,1,8,1,0,1,0
7610,41,37292.0,Graduation,Together,460,1,14,0,0,1,0
263,79,45576.0,PhD,Single,145,0,7,1,0,0,0
10814,77,70321.0,Graduation,Together,1376,0,24,1,1,0,0
9710,55,58086.0,PhD,Divorced,792,1,21,0,1,0,0
9292,72,81795.0,Graduation,Married,1382,0,22,0,1,0,0
10250,77,28389.0,Basic,Together,28,0,3,0,0,1,0
7881,78,66835.0,Master,Married,1033,0,23,0,1,0,0
5847,55,69901.0,Graduation,Divorced,882,1,20,0,1,0,0
737,75,80360.0,PhD,Married,2231,0,13,3,1,0,0
3571,63,63342.0,PhD,Together,1101,1,16,2,1,0,0
